	TCGA-3C-AAAU-01A	TCGA-3C-AALI-01A	TCGA-3C-AALJ-01A	TCGA-3C-AALK-01A	TCGA-4H-AAAK-01A	TCGA-5L-AAT0-01A	TCGA-5L-AAT1-01A	TCGA-5T-A9QA-01A	TCGA-A1-A0SB-01A	TCGA-A1-A0SD-01A	TCGA-A1-A0SE-01A	TCGA-A1-A0SF-01A	TCGA-A1-A0SG-01A	TCGA-A1-A0SH-01A	TCGA-A1-A0SI-01A	TCGA-A1-A0SJ-01A	TCGA-A1-A0SK-01A	TCGA-A1-A0SM-01A	TCGA-A1-A0SN-01A	TCGA-A1-A0SO-01A	TCGA-A1-A0SP-01A	TCGA-A1-A0SQ-01A	TCGA-A2-A04N-01A	TCGA-A2-A04P-01A	TCGA-A2-A04Q-01A	TCGA-A2-A04R-01A	TCGA-A2-A04T-01A	TCGA-A2-A04U-01A	TCGA-A2-A04V-01A	TCGA-A2-A04W-01A	TCGA-A2-A04X-01A	TCGA-A2-A04Y-01A	TCGA-A2-A0CK-01A	TCGA-A2-A0CL-01A	TCGA-A2-A0CM-01A	TCGA-A2-A0CO-01A	TCGA-A2-A0CP-01A	TCGA-A2-A0CQ-01A	TCGA-A2-A0CR-01A	TCGA-A2-A0CS-01A	TCGA-A2-A0CT-01A	TCGA-A2-A0CU-01A	TCGA-A2-A0CV-01A	TCGA-A2-A0CW-01A	TCGA-A2-A0CX-01A	TCGA-A2-A0CY-01A	TCGA-A2-A0CZ-01A	TCGA-A2-A0D0-01A	TCGA-A2-A0D1-01A	TCGA-A2-A0D2-01A	TCGA-A2-A0D3-01A	TCGA-A2-A0D4-01A	TCGA-A2-A0EM-01A	TCGA-A2-A0EN-01A	TCGA-A2-A0EO-01A	TCGA-A2-A0EP-01A	TCGA-A2-A0EQ-01A	TCGA-A2-A0ER-01A	TCGA-A2-A0ES-01A	TCGA-A2-A0ET-01A	TCGA-A2-A0EU-01A	TCGA-A2-A0EV-01A	TCGA-A2-A0EW-01A	TCGA-A2-A0EX-01A	TCGA-A2-A0EY-01A	TCGA-A2-A0ST-01A	TCGA-A2-A0SU-01A	TCGA-A2-A0SV-01A	TCGA-A2-A0SW-01A	TCGA-A2-A0SX-01A	TCGA-A2-A0SY-01A	TCGA-A2-A0T0-01A	TCGA-A2-A0T1-01A	TCGA-A2-A0T2-01A	TCGA-A2-A0T3-01A	TCGA-A2-A0T4-01A	TCGA-A2-A0T5-01A	TCGA-A2-A0T6-01A	TCGA-A2-A0T7-01A	TCGA-A2-A0YC-01A	TCGA-A2-A0YD-01A	TCGA-A2-A0YE-01A	TCGA-A2-A0YF-01A	TCGA-A2-A0YG-01A	TCGA-A2-A0YH-01A	TCGA-A2-A0YI-01A	TCGA-A2-A0YJ-01A	TCGA-A2-A0YK-01A	TCGA-A2-A0YL-01A	TCGA-A2-A0YM-01A	TCGA-A2-A0YT-01A	TCGA-A2-A1FV-01A	TCGA-A2-A1FW-01A	TCGA-A2-A1FX-01A	TCGA-A2-A1FZ-01A	TCGA-A2-A1G0-01A	TCGA-A2-A1G1-01A	TCGA-A2-A1G4-01A	TCGA-A2-A1G6-01A	TCGA-A2-A259-01A
ANXA6	5.9694217728196595	5.6720557975422	5.829598355499719	5.94002565067123	5.6928080688469604	5.799501959332139	5.99392724342634	6.05291180489733	4.63694982967235	6.213991780503879	5.89185430052446	5.67617793231005	6.88900768877275	6.00409458787143	5.23555348679995	6.60472933402746	3.7072785256143703	6.04163484523752	4.71152658651197	4.50986171197417	5.43413550895201	6.13672591449716	6.263915090426099	5.786975585035349	5.459115035204179	5.48294966368904	6.14410155863343	4.01815929072579	6.3600665400607195	4.8145016660334	5.98362306116141	5.71286968628255	5.79137969404319	5.6183664822917905	6.07119590260554	5.637434368725259	6.53751224357558	4.799848358460269	6.622831800996559	5.69534551973488	6.1043159099845195	5.942216747992621	5.47783788336442	5.81814538732468	5.28322122551099	3.12593748492651	5.90642415621323	5.1170778077140096	5.084704585552	5.825110608009781	4.72291083904877	5.01824678313511	5.411330078753389	6.26370480012719	6.28001097526101	5.85411871451176	6.0395418379385	7.83630883582448	5.84344271474278	7.13266546083698	6.24054111008762	6.90126669525549	5.80512049519744	6.212988947405489	5.3363946016341695	5.75613937751581	6.8513606201045505	5.91453605478194	5.650183341329369	5.41533996488494	6.701447072683621	5.21678455250838	6.07404834716555	5.457223865101381	4.08510888138152	6.358353367785621	5.19693833884042	6.4287872847212	5.34775154078281	5.2957851197076	5.850507374490429	5.80179352687626	5.729196919458129	4.743384489977981	5.52853729781546	5.204951144842981	4.6000936383954905	5.696173077898001	5.67220121958447	5.6168173028284505	6.84964270791402	4.72125312630126	6.489102413818309	5.87554939202995	6.02590226001073	6.011868143055789	6.0853758178623405	6.66664706358351	5.07047891145697	5.202782822907519
TAPBP	6.12490400429142	5.9851925020483305	5.79179101331119	6.2148554306162	5.49896247375628	5.68347394175273	6.0007081841238	5.55913139200847	4.51768834568576	6.2008001070875896	5.31154195142139	5.027376191639269	5.412551343189111	5.86245166909891	6.0012012630468705	6.4192499907309495	3.89494496129057	5.961928309452679	5.528709680666389	4.4940021046579695	5.692870012886549	5.5146814272952	5.402145642719491	6.727960995042991	7.249793635639651	5.381571409137581	6.25740136483719	5.375071586972901	5.8883210125593495	4.993854736434059	6.77882167560663	5.35411457529672	5.97541839284019	6.130433392108	6.16070550961034	6.06091211547021	5.87837733588693	5.83206785151821	6.83897426335562	6.84685054095032	5.66904036609471	5.71937279401217	5.3698321748366205	6.24641274964682	5.8830195673103	6.29813362334108	5.933418669465659	6.779113907579349	4.43726660257179	6.3731043350414405	5.847874673545291	5.841470715667349	5.63559526371248	6.20330242828051	5.202391079853809	5.954506425682781	6.22876822036886	5.34579136780688	5.27511429772891	5.5314868720813	5.31521497700697	6.682441492216411	4.85056591036396	5.00278139466728	5.4986794079594405	7.133925771373769	5.62273205543929	5.97185621527466	6.30364086298988	5.868743832263299	5.65631318877663	4.79368113532721	5.936962736406589	6.1567213021112	4.92457567249025	5.05287214186043	5.65837079423904	5.38784341770254	6.0412029548759	5.91364570708056	5.57882805839524	6.530537257272219	6.09939537737707	4.88090038993927	5.81377198782732	5.450878694438961	4.72524602801566	5.5851618039338895	5.043220314031981	7.0447466472324	5.67732015008072	4.39243642806726	5.33332382522845	5.866723706701981	5.18957414326275	5.32346047527298	6.379269264194571	4.91555230458536	5.34369611339139	5.0008358831752195
DAP	5.29025581810761	5.49454105837292	4.86299295365571	5.7161393874201	5.828131889965889	5.633232548401411	5.693520324869361	5.4774655335778	5.58744429385543	5.330869936415111	5.64616354236101	5.60027635768978	5.83371678683411	6.37716505515581	6.00592029416098	5.7405244109869304	4.94268710370102	6.35369935021678	6.09774238479385	5.583824440036401	5.891282036845809	6.01622541384863	5.429770020784909	6.425455197560541	5.74987326898939	5.0350935183245	6.5844328998271004	5.45939761682364	5.675106857469291	7.12876389879421	6.531462035641121	5.17786061114145	5.34186259277609	4.760310806500129	4.92933472460238	5.31555201750057	5.873541310047821	5.78778244260795	5.74850609945799	6.08388140562682	4.7504484449553495	5.29466700064342	5.821744167266719	5.9916925165771	6.807222657592519	5.6772202818983795	5.79268317957528	6.48997250554714	6.237216952046929	7.0647413178313	5.475005276276519	5.27622422794595	5.820182586415	5.84569922920161	6.11137385870301	5.275831087254731	6.1517027019191906	6.259877687647151	5.68465121054113	5.663509680772849	5.16939828066897	5.8263988248259695	5.60666040347826	6.53085246612948	5.62334876912675	5.703557013054461	5.951457207655281	5.33153224308221	6.4324796801522695	4.980407143283331	5.775031025399799	5.78627730746979	5.56628078690381	5.67587502062101	5.53572852451395	5.8031924940501	5.27830452847239	5.6716429080190505	5.913725008976309	5.352173208388111	5.37628348713217	7.34030516762769	5.81548608358214	6.8137602910796105	5.8368932245796	5.338342291453269	5.91833246210285	5.58559867697578	5.60219988916658	5.959598936384901	6.58214752348956	5.00313773791879	5.723642649491769	5.16776612036924	5.38950400827409	5.53263582444368	5.21944230459264	5.547016441009519	5.44935081205914	5.3421197602949695
MYADM	5.470590757092181	4.6839454375791	6.39871166469112	6.010838908099769	6.1175077028468205	5.6412190771959505	5.52476690695521	5.784665609255709	6.69820300857622	6.047088848377709	5.5578826127437	6.134170787751651	5.456388331868251	6.45788172273594	5.859153002563129	6.21537231008693	4.4711578769896505	5.94193786245353	6.232457646221781	6.329939830843751	5.56856738703329	6.6995339155897105	6.04007674658443	5.24276349223475	5.31958646575106	6.4978745387683	5.381463044829871	5.21184787442152	5.78834670221236	7.6243406509078495	5.5774342384563695	5.82622107434424	5.457530263994871	5.66851141570264	5.79596177999647	6.39273252156965	5.88495872098132	4.7964285162196205	5.787598207961009	5.98324275454634	6.965007987398	6.4054794088141	6.973142904283559	6.69474965707479	5.7546879925433005	5.81380801754641	6.0771968427153595	4.9600745212988695	5.7063148445706	6.31133353039813	5.77598381172312	6.54680866183045	5.24300671294818	6.40167228997097	5.929428177877691	6.408390181019441	5.36715222055028	6.094598950430571	6.871150851051179	4.12287946175969	6.77943517702245	4.64202549877234	5.409816001961991	6.412689182307821	5.42643752104086	4.82478457362461	6.48680512470613	6.06516381306425	4.93510605398217	5.12612464064296	5.80681508639938	5.21382195482324	5.5669044098079095	6.32172555486763	6.7076651778680505	6.3706866352165	5.92953502313688	5.812458330229441	5.918687372588849	5.32811392596834	6.45029749890667	3.3244675832306405	5.66334820281189	5.63190966009971	4.84223101846235	5.18432599212641	5.23705872852498	5.603778790573079	5.44027240055179	5.44663667662863	5.814436390849531	5.64263459316852	5.36145814070206	5.478765588044981	5.495867081168621	6.9602315854168495	6.042959691096179	5.9244973753975305	6.4617548069241	6.20219270195691
NDUFB4	5.2300520201710405	6.122076204098411	6.04283937284477	5.87272420611873	5.2690937139269005	5.7548632482594595	6.166759425553911	5.98264779932153	5.00117954353679	5.781851967059339	5.38657741777586	6.0267219064137105	6.9119747136615	5.447263241503401	6.330587120781269	5.66857520670709	5.50627043210086	5.4030321013217595	5.36874987260251	5.153167333689749	5.530482534944169	5.968348315477249	5.81199090445893	6.77015438291136	5.92877744512086	6.14188806062865	4.6586434024740395	6.4419564669978	5.95830307129772	5.67806779523533	6.614643255689139	8.02856739525217	5.543049502346469	6.00763482322115	5.79518175499056	5.3267729820999	5.789800965837059	6.658120055678349	6.17692493664474	6.803540126813611	6.37455672115911	5.2517716432222095	6.11464282440568	7.09942435033201	5.992622184673981	5.67064109095246	5.08369864969578	6.67811447126358	5.46351248933614	5.04640100345558	5.67179706371912	6.602847281619081	5.76871521046115	6.0473654424658605	5.529972585542951	5.27420210001738	5.60292626462018	5.87910823026054	5.324520718162151	5.520120658700041	5.757689329595821	5.968127748777841	5.787532161157089	5.63696340865829	5.990131891021741	5.00032654205569	5.160619159294219	6.1520443096705595	6.416137923143129	5.23902430669326	6.0900665818277595	6.24266062503291	5.7755345835309	6.64657438381464	5.65659733419956	6.086194986110639	5.614890711122491	4.8887111769752005	5.81803343757388	5.72623921340806	5.16982536789916	5.15234078187077	6.06381715334203	6.1629034612841	6.278205660273629	5.43116905511732	4.9015972825528	5.2833057426967995	5.7031585121110595	5.618758161028321	6.97739428851514	5.52426636973256	5.376313011993519	4.9567251595285	6.16346151795611	4.902706889217599	5.0878815872706	5.08340911373414	5.46856322912836	4.945183251809519
TMEM109	6.66136267770619	6.597916900296861	5.70687712292501	5.45131514812271	6.03392303265138	5.8372477384882595	5.665806037965679	4.68060882911754	5.74559739030405	5.5620340920240094	5.24947845200067	6.00022958429715	5.874994488456321	6.427714474928241	6.33975575235628	5.42389894641994	4.30738043124088	5.004484814821731	6.309787194945249	6.016141515723651	5.867266497186639	6.0193075103921	5.70152870373461	5.638817150988849	6.72192857191467	6.053378835524581	5.68020418912637	7.295237843297241	5.582119889734269	5.590467411578031	5.59909069272511	4.8299937414622	5.4186062528486	6.526311497943031	5.422283399764759	5.909995827223719	5.79375451364588	5.286510306097759	6.1607350606916205	6.21071471096264	6.860681527657889	6.018556932890119	5.63708958302645	5.549410645105691	5.7324109830194905	5.96096865037318	5.95720231459108	5.542739746519491	6.648999899776619	7.156538415459571	5.0194881679886905	6.63212341388599	5.800113961711321	5.9114740524281295	6.18316147032851	5.8534535345727505	5.9288299440461305	5.07789412574327	5.54353966983209	4.830235396145071	5.57484074970994	5.87387799226012	5.35530421122849	6.23616640631084	5.75633390505772	5.74717922257673	6.13160453796857	5.887606513455861	6.0450114384867595	5.40220917134692	5.91445436375759	6.612373850160379	6.6880640963931	6.018974476539871	5.9745061283224405	5.740769888799719	5.16320323231022	5.733145332221991	5.610743492532049	5.48467674294163	5.56628721783753	5.75129636781198	5.970686502631859	5.48490100899092	5.875502968463651	5.515097645158111	6.3772266418811	5.94016597030515	5.764277675991241	5.8866598554915	4.87056790907079	5.42199525215285	4.9761136422010805	5.1854497587951105	5.54649366890988	5.89868245662626	5.1694034283339105	6.66375036966863	5.64727274990461	5.27730809123638
PRPF6	6.00307050753119	7.56543369812979	7.89019999869218	5.73995490942538	5.641662938407849	5.785013653591159	5.89847713255529	6.43710435859223	6.26605250531117	5.679455144570321	5.520022422736959	6.47433797318347	6.03138403623873	5.33279247195253	5.91130598586105	8.15860626432306	7.070862552253731	5.47152042125541	4.9918216820769805	5.34457679484466	6.0182843292628805	8.33308833738806	5.65174986041858	5.66604265637424	5.418951743113509	6.290502283831691	5.76152930983101	5.33935225798368	5.95408863229478	5.29385540467595	6.36781948236452	5.763100000986849	6.10998142004354	5.598980521318071	5.97567631590709	5.5809199711577495	6.0325354241494695	6.193690431009601	6.52807305300158	5.7370060657787505	5.93371929577099	5.865480807705411	5.56998896534627	7.178852253631169	5.72305258205967	6.8096289540682005	6.27006725096102	6.534109638624559	6.92253488627968	6.17570236243017	5.955696624184049	6.1757163572702805	5.73793833990051	5.66424264569366	6.2002793639434195	5.57747865208368	5.718695793298941	5.598920158594379	5.28373401685704	6.252874534775749	6.223202051060491	6.097116369295829	5.36363193302563	5.964137198850071	5.85329455979219	5.7700854623311795	6.02697567553687	5.987965493056151	6.476760143736321	5.83016917966668	6.23120873317143	5.674822477569281	5.9454101004704105	6.159394904592809	5.53234261130365	5.708538259163389	5.8992189222613005	5.424228173127299	5.660390341920331	5.45906535991765	5.909754600121549	5.525424268049001	4.75059940360231	5.68496513485345	6.293337665743869	4.9531252825226595	5.38814199480603	5.10276636081984	5.46953910495754	5.118453704565019	6.434568088549559	3.95681236633969	6.00642708329317	5.849224789641419	5.2127175616364	5.61337283722533	4.8338195516415094	5.2585955106892	4.87002954874408	5.473130646365941
RNASE1	3.53745423722287	4.51631780669222	5.53732150832144	5.05138803771522	5.4968463954266795	4.727554566884691	5.05427400572722	5.6610061480677905	4.29197166174658	5.76734238469321	4.92186486543838	5.27204658127528	5.94563413718947	5.867347295119241	5.22357565483291	4.39270800806541	4.00724251362003	5.9335900169475595	4.333423492585211	5.22632331383687	6.15931380064496	6.56661193772303	4.51117889402386	6.946797936504231	6.715993091528389	5.25748165488824	6.88447874708259	6.20373361294484	5.4856111975056505	7.07171230347571	4.38792791230728	7.137169175976701	5.32576742432485	6.13275519596568	5.34129715836812	6.389518792483571	5.873767460435281	3.95699762460706	6.620565361059639	6.87127535953967	4.696248029742571	5.34522003151079	4.506168035487731	6.19410354132171	5.357680714156469	4.4046383820078	6.44382310236086	5.993759536425281	5.939640641827951	6.411870381517541	3.5251466862153	5.51177620403298	5.17718893463699	6.03214502594901	5.97032274968364	7.14163432246243	4.61579867010905	5.738992932132191	6.48374384020207	4.87411593244075	4.01235954817453	5.9390779321853	5.7563064137317	5.12131685208294	5.4867099222308395	5.81294766199694	5.62302730153858	8.10923591132074	3.8964674296924704	6.17443620135403	6.77283193264992	7.27572942623093	7.2842302628385305	7.20124966262555	5.3025162993099695	6.72607732780132	3.91508887862117	5.88903814502393	6.0749678965838	6.15456874716954	5.08705687703892	6.1921266109147695	5.32588962312081	4.093452566573021	7.4699493256195	5.82584327379339	5.857428674714531	6.134561791929951	5.60293720701255	5.96515662406829	6.09738405724197	4.849422542660309	4.61122825335633	4.78441766531445	6.173148317759191	4.9392555354219905	7.69105252491943	6.64563800766469	6.2173488376876405	5.4285941343238795
RAD23B	5.12094744300178	5.38586862304881	5.61100707809679	5.46318465535067	5.83490018086129	5.1348129088625	5.31443907451616	5.95554543073592	5.13591429295749	5.9883060843194995	5.829849123598991	5.13800592767787	6.05071015265201	5.966128558064789	5.82736511017077	5.30283205487802	6.703857343019969	5.22907043953384	6.0436428439394705	5.78610567254756	6.069647851797639	5.75001857776412	5.72845284033239	5.08624210463274	5.7031838487691	5.26578100768981	6.665731217551969	6.63512542584206	5.802920889240349	5.33492828808697	5.65848616328537	6.082630228136599	5.14615889386737	5.115528815237139	5.82932480259857	5.06898461538345	5.42968640907436	5.743902847089091	4.73418969909599	6.2141941340979505	6.049476574275791	5.63659223115814	5.911946649658389	6.1249354212487495	6.309716236507599	5.06422079778246	5.10212368429617	5.659578570892661	5.48399540426225	6.15819084655545	6.023503424596009	6.07905616712818	5.682901946294019	5.40541360826292	5.40601097616448	5.02890922207634	6.156075826078769	6.30922809946059	5.4148746164718	5.68398845268715	5.71061579639431	5.989623057094129	5.490990537317621	5.82865503230978	5.4502199891760394	5.252504300635059	6.01176345447454	6.21493483480345	5.87083060425442	5.55805897712785	5.6522705414354	6.111962905549201	5.158488443681019	5.774319171517639	5.72611450373693	5.786805500418001	5.9299195869823205	5.5410418967467105	5.8689165869484805	6.17834791775907	5.493834243253889	5.09213693159493	5.9714150652002	6.6606907486078395	5.749457299802951	6.00688789259228	6.398210659948321	4.979742770897579	5.380898457298089	6.339127316954171	6.40177611431236	6.3615313390196	6.06859793107949	4.93464595354345	5.74660549978704	5.32633283085783	6.170764466232179	6.25859543409633	5.321362676738531	5.90229416836627
PERP	3.9941526606645095	5.673857681041019	4.447279055998231	5.8644887046156295	5.25167437220118	5.635490619395631	4.90054708816169	2.35578623188223	6.48255907744933	6.10574648973984	5.71233265033389	5.58730779976053	5.62677496200153	6.472350970944481	6.4005389454661294	6.50972868009913	6.1161911525728705	5.07998861968234	5.47730508277504	4.73981389803972	7.70843959264716	5.4526927219235	5.71393246738263	7.893854646491491	6.29848661441208	4.47670054443509	5.93894740851193	6.668779619482451	4.68264872143659	8.59701896397288	5.48862950819588	5.39773500327908	5.2263889846625595	2.6678950019947596	6.56282043428926	6.119079622338519	5.33699877633361	4.30717452742618	4.89342752369946	6.386641260608879	5.31546306011419	6.41656400344327	5.86734515166049	6.51104664811612	7.138551540395451	6.91851463658929	5.3372475500236	6.910957629320969	6.35292514956661	6.5221095088858405	5.9744210272243095	5.891637358321309	6.343737502023539	6.1810266246438	6.3230592485859205	4.39323126516217	5.488835164429919	4.82103006169283	6.690312043694051	4.50765109066854	5.64271705216937	6.04650378649646	5.474930661045611	6.21516515271032	6.31600350095324	6.568426436698741	6.13250592406911	3.74290682138969	6.33278632328063	6.726397721279009	5.565870046869019	8.09510417915684	5.78328540467255	6.490140341301099	5.386102674648889	5.12221398797458	6.14003196095039	4.05511410908088	5.49327059555176	5.202744427837019	4.75295093282278	7.006070797801501	6.53232796130205	5.7570565426266205	5.000140798240009	6.00045605438131	8.17805034183476	5.802860064621591	5.9740511692023395	6.31437835793504	5.242203624188241	5.489448019339241	4.86212022136879	3.1466311423856097	5.75823404190196	5.05158572741813	8.2099273739866	3.8807881559893103	7.065458517709089	5.074734242758599
FXYD3	6.59755778162426	6.168689122060809	6.55522517173062	5.69834803314964	5.38038768751497	5.27307871396163	6.09381906514933	7.63481466021259	4.063922628401221	5.468400015119231	5.03232263049684	5.524795942668769	6.3810934594468	5.15558711820612	5.4617128117057	7.613129618039809	2.67248989686672	7.2604524773439	6.52592406694631	4.8464019587325495	2.6289770360328397	7.3978623819139	5.15825672664697	6.77045095799253	5.02927630077464	6.5106760050238	5.33478486138949	5.796550478282451	6.0309798664123795	6.40288162653431	7.60313950861395	5.19412066420522	5.11030902489227	3.1060502191915096	6.485147950476639	5.99167298525424	5.286976606957991	6.7513816337753605	6.98002164802003	5.8977486759969295	7.2426634785875095	6.01957816620801	5.63318856137576	5.72191283216225	4.84329229486549	8.863778807353551	5.3500261753736	5.40824609454473	4.09484465182733	3.1330918591428594	5.553057639316799	6.78692541965648	4.9658779448510995	4.96438703286605	6.153590062128219	4.48580212826634	4.247786781108241	6.76906711672559	5.46701556588363	6.19559687151986	7.65864626518224	5.70774180502741	4.39981217264677	6.62066479099511	3.6190219250971403	6.13933500645386	6.35419581929196	5.77084989093534	6.77711007222105	5.54815561482998	4.81176140603512	6.68673475325405	5.28395250804763	3.97850002488854	6.49802190392338	6.029107861411201	5.98584548150628	3.6024682000989103	4.3847530212740295	5.32910484861482	6.1531349842709995	3.1268371554907297	7.1544997110805	5.066541918653231	6.48036721458936	5.58445848911168	7.31312655621186	4.96605716740066	5.27226687426283	5.66681344595471	5.56923771039417	5.16170223902016	5.865544607115929	3.8639178380242	5.1483419327724	6.5497670326673605	6.5744139139854205	5.995049295575349	5.23640887572317	4.69385769382635
DAZAP2	4.83392787219567	5.16132884474371	5.0662698073153205	5.495937482761719	5.75433168642208	5.8719448699996795	6.035370058186059	5.956946576386991	5.444543843456779	5.9143669500051	5.8283893627787196	5.9086222879072094	6.05477917384428	5.94617964452281	5.6957676820471	5.772955688486941	5.34386922802591	5.955954845461741	6.45948977509953	4.50788658481014	5.32491824743646	6.203605900655191	5.6749527232180705	4.382754651894049	5.62707347786475	5.703975053333	4.67762251130409	5.14906350243985	6.01256141122512	5.19934073381898	5.839782617034169	5.5687761751090505	5.934940349393309	5.46261917052088	4.88989814692425	5.58466979555845	5.58691869225888	5.421894160525089	5.66228818217533	6.7006926008802	5.4150356532614	5.72838887900116	6.01868968874647	5.79732461697615	5.9400050158572695	5.737528095709401	5.433176190227309	4.90483577173218	4.52343287185051	4.89405270811054	5.9667984089427994	5.43370618431344	6.026999925992239	5.847564510166321	6.040268051922151	5.704568979470509	5.8815767492503	5.818714562353129	5.93238338912883	6.3701430719697	6.49320544261684	6.047805729924001	5.729786245459019	6.0841796356272395	5.67795300572937	5.88939614522953	6.09448115411839	5.781132357416269	6.26683725499735	5.54730192722059	6.064311003217349	5.445187742036969	5.63537238008754	5.08363505633811	5.0258080803481295	5.92954570990317	5.66062948706427	5.88041735168329	6.18392318705768	5.731673260259821	5.799042233013231	4.883454958594281	6.45054292701453	6.06100502756008	6.04104686181978	5.92762722386064	5.599491809868339	5.83593039172375	5.71516045407278	4.7132029415009695	6.1716372125145105	5.87964745027371	6.75478557025769	5.998059195682861	5.93683629217816	5.73831338456443	5.85204662890122	5.690656189009499	6.1534678488461605	5.648075653687509
TALDO1	5.53108240990496	5.99377103475157	6.654086946160059	5.7333465911455	5.47723230402017	5.5102122186105795	5.72138998783052	6.731710727188469	4.95628487964521	5.5443135119009	5.35343592587394	5.36101543243	5.48824875985545	5.7086913169828	6.041075887213499	6.10968908302726	5.942934978814679	5.37239607067703	5.7399828688099195	5.027730616745259	6.242115150572371	5.61092637538093	5.5638334895116905	6.058529653395199	6.07632737218702	5.608864738800559	6.09411400617859	6.239832929266731	5.734856278481599	6.296780262837959	6.871737969227639	6.25586176031572	5.79179819153181	5.005427876719191	6.26337250789087	5.03972935248353	5.8493828862265005	5.90298678900718	6.377198745083799	6.03869572785933	6.25530707057127	5.63158396347921	5.44486202645514	6.7016821967257	5.694368760421599	6.73981025427078	5.0653566086731106	6.127406137498371	5.493960189444669	6.2452069819846905	5.3947840380964	7.52502839052889	5.586363852572731	5.34861486416486	5.879232624738161	5.59541552412121	6.292414524262611	6.37355344096634	4.83156014556979	4.57996947384331	5.81317493864765	5.90573770906752	5.229670339603429	6.05184467343137	5.73579937886451	5.86387783572987	4.89022288930967	6.78894557226012	6.4412716420292195	5.61924702427954	5.5941509945767995	7.0816506027188595	5.980566044656039	7.87195657591346	5.5299067367271695	5.825880527561781	5.52778688914447	4.98104762925762	5.889442435817809	5.67157066515037	4.966565297417679	6.7803800691129394	5.73093892112396	5.376890692311861	5.67142836968271	4.93343270036105	6.29267513056955	4.8117704470752	5.179381313287959	5.28791444565969	5.83684405297406	4.2906570058076	6.550324249880211	5.81341202902242	5.40971569073496	4.92788541518725	6.51008369322726	5.753033626862821	4.827962518676559	5.35185763118779
GSTP1	3.50373482562087	4.6994485717117	5.02156551130083	5.487450852765781	5.53476386544507	5.94487157000117	5.99519133731876	3.3334420245609997	7.13057541304297	5.5441105961701	5.29434448973141	5.36436030526668	4.437451323260559	5.8323761580445	7.31541082657397	4.8475101631892095	8.219954869367209	4.74209340502073	4.83842826634819	7.59939238008515	8.3772751305309	3.90120485617545	5.82865807769488	8.00798715704046	7.133609029944051	4.49233695151489	7.83381162863233	9.12373940866374	5.2301254683789695	8.64420405173803	4.93312768537056	4.48716050126649	6.0837876480982604	7.69218541802644	7.6055702262395295	6.29505904021475	6.330422384377051	4.41005500428565	7.70107763532415	6.48783876981418	5.59764456552531	4.12390960515554	5.8377690108359195	7.24087539524899	6.13524856000416	8.12192871502581	6.24674478072716	8.35394700183674	4.1057953137999394	7.9407235876927995	3.7992121551327998	3.76584495197032	6.88301358152825	5.8190770437737	5.936961991870589	6.657535423640041	5.70952466236616	3.7289106565527703	6.46232296006863	2.82293369340125	5.56890617315326	5.13048600320028	5.77334976467162	5.86575111637783	6.744520972148781	7.60862025850009	5.44987284430139	5.345846232598309	5.66646371441954	7.22715084758355	5.29787125526982	8.16572625464317	6.38097267600358	6.92787682470108	4.19753891540111	5.6579885103496395	5.89741127631744	5.1007705602122595	5.467110461239701	4.432547293352201	5.31891884877636	7.95363565268458	7.293712371859191	4.102051900042221	5.030366267949	4.931560644133411	7.34439362524913	6.07376461900266	5.85177675914149	7.561715444927991	3.6895163906299002	4.0011712964071	3.51727501297421	4.31026967004479	5.30507363306895	4.763029140801639	6.8694726820075	3.43605467599941	6.8529427794996	7.207347286385901
SLC39A1	5.466113993302031	5.62954164362089	5.263173042666519	5.76024678382786	5.354389499858669	5.566622393430309	6.139889247991801	6.70989267566924	4.48887314027782	5.91564805112967	6.05674303096746	5.4361305934912805	6.061785014638589	5.77251178644565	6.040761074080911	5.85055185747952	4.54475454621999	6.3652384506175395	6.2813092704466	5.67059625048853	5.69063341289876	5.8637371342944595	5.5647324175853	5.103491770348571	6.22775943196845	5.54428581961676	6.14806821994285	5.59911504475956	5.4636408293630305	5.4765983753459695	6.8023554812387195	6.027641126424269	5.657575225380611	4.93886947872926	6.2266300906257	5.6958566848056	5.68180284328377	6.73219086768654	5.37763099440539	5.8761622128236795	6.188459333142361	5.0322148745492195	6.1972189253237	5.49010316621636	6.16998439612168	5.64526302192428	5.641755337193461	6.14746179151251	5.49698249845191	6.516666548327531	6.65622530735551	5.5323684702878095	6.2639517297041705	5.88602447522152	6.50842576883523	5.57970982900243	4.82448509385646	5.36973736381562	5.18262947011631	5.25411464844597	5.14070973050738	5.83780704659143	5.036189797336809	5.5979815880769	5.57826453070454	5.77865780017285	5.73726078466334	6.1650268070456695	5.747164370567041	5.494608286949	5.56699064281839	5.64925773935336	5.93939666740876	6.59997196456808	5.11761546847404	5.49316552987904	6.404320569577201	5.772423531986361	5.90792485023212	5.73718246066194	6.503797823218759	5.4038357863942394	5.1622210924289105	5.17818577635455	5.61952576149266	5.225396884142401	6.81837908228882	4.92918196327172	5.50206567042794	5.633605367300871	6.113977710635541	4.5026200875014295	4.9292793275845	5.499331441649869	5.61336746831826	5.59680754584784	4.85437534007048	4.97014833856333	4.70775903295374	5.4794020822154605
